report_id;date;importer;exporter;product;uom;volume;currency;value;unit_price
11924;2024.08.31;Vietnam;China;Buckles;MT;13398.823;USD;87986563;6566.74
12030;2024.09.30;Vietnam;China;Buckles;MT;13321.749;USD;91896294;6898.22
337;2025.02.28;China;India;Cotton;MT;13172.4;USD;25941349;1969.37
11823;2024.07.31;Vietnam;China;Buckles;MT;12997.892;USD;94316631;7256.3
6404;2025.05.31;India;China;Polyester;MT;12943.287;USD;24285151;1876.27
9088;2024.10.31;United Kingdom;China;Buckles;MT;12847.19;USD;96709670;7527.69
6990;2025.06.30;United Kingdom;China;Buckles;MT;12843.03;USD;75123749;5849.38
11828;2024.07.31;Bangladesh;China;Nylon;MT;12838.66;USD;84057193;6547.19
11519;2025.04.30;Bangladesh;China;Polyester;MT;12822.346;USD;13911330;1084.93
1658;2025.06.30;China;Pakistan;Cotton;MT;12799.668;USD;31545076;2464.52
11197;2025.01.31;Vietnam;China;Buckles;MT;12716.919;USD;107783841;8475.63
11725;2025.06.30;Bangladesh;China;Nylon;MT;12606.475;USD;82287131;6527.37
5395;2025.03.31;United Kingdom;China;Buckles;MT;12566.54;USD;79528320;6328.58
9613;2024.11.30;United Kingdom;China;Buckles;MT;12490.566;USD;88187960;7060.37
6465;2025.05.31;United Kingdom;China;Buckles;MT;12459.106;USD;70298488;5642.34
3648;2024.12.31;China;India;Cotton;MT;12453.728;USD;29402126;2360.91
7511;2024.07.31;United Kingdom;China;Buckles;MT;12286.998;USD;75108820;6112.87
8038;2024.08.31;United Kingdom;China;Buckles;MT;12246.805;USD;82568808;6742.07
10280;2025.01.31;Bangladesh;China;Denim;MT;12115.538;USD;62309606;5142.95
4426;2025.01.31;United States;South Korea;Polyester;MT;12103.871;USD;17187417;1419.99
8558;2024.09.30;United Kingdom;China;Buckles;MT;12025.822;USD;82144698;6830.69
2967;2024.10.31;China;Pakistan;Cotton;MT;12014.819;USD;28736126;2391.72
9159;2024.10.31;United States;South Korea;Polyester;MT;11995.128;USD;17570624;1464.81
10814;2024.08.31;Bangladesh;China;Denim;MT;11704.931;USD;56116202;4794.24
1002;2025.04.30;China;Pakistan;Cotton;MT;11467.734;USD;28348187;2472
10508;2025.04.30;Bangladesh;China;Denim;MT;11315.362;USD;57771494;5105.58
10433;2025.03.31;Bangladesh;China;Denim;MT;11248.424;USD;56526806;5025.31
5879;2025.04.30;India;China;Polyester;MT;11131.105;USD;22307996;2004.11
6010;2025.04.30;United States;South Korea;Polyester;MT;11046.668;USD;15860929;1435.81
11129;2024.12.31;Bangladesh;China;Denim;MT;11013.767;USD;53398131;4848.31
7062;2025.06.30;United States;South Korea;Polyester;MT;10994.017;USD;16060882;1460.87
10964;2024.10.31;Bangladesh;China;Denim;MT;10932.235;USD;56610046;5178.27
344;2025.02.28;China;India;Cotton;MT;10872.012;USD;28696075;2639.44
5471;2025.03.31;United States;South Korea;Polyester;MT;10820.307;USD;16333368;1509.51
12031;2024.09.30;Bangladesh;China;Polyester;MT;10779.259;USD;21007086;1948.84
10584;2025.05.31;Bangladesh;China;Denim;MT;10667.355;USD;53681560;5032.32
4942;2025.02.28;United States;South Korea;Polyester;MT;10642.563;USD;15272470;1435.04
10136;2024.12.31;United Kingdom;China;Buckles;MT;10629.845;USD;65863111;6196.06
11046;2024.11.30;Bangladesh;China;Denim;MT;10485.78;USD;55469849;5290.01
10278;2025.01.31;Bangladesh;China;Denim;MT;10462.761;USD;59344621;5671.98
6138;2025.05.31;France;China;Buckles;MT;10444.309;USD;72627700;6953.81
8757;2024.10.31;France;China;Buckles;MT;10420.979;USD;83774606;8039.03
10812;2024.08.31;Bangladesh;China;Denim;MT;10393.274;USD;54681257;5261.22
7189;2024.07.31;France;China;Buckles;MT;10287.15;USD;77054148;7490.33
1324;2025.05.31;China;Pakistan;Cotton;MT;10282.499;USD;25221178;2452.83
10889;2024.09.30;Bangladesh;China;Denim;MT;10270.959;USD;51017776;4967.19
10887;2024.09.30;Bangladesh;China;Denim;MT;10106.255;USD;54139268;5357.01
7715;2024.08.31;France;China;Buckles;MT;10063.655;USD;80705459;8019.5
9684;2024.11.30;United States;South Korea;Polyester;MT;10056.03;USD;14393768;1431.36
8231;2024.09.30;France;China;Buckles;MT;10031.782;USD;86851598;8657.64
6667;2025.06.30;France;China;Buckles;MT;10013.603;USD;68521754;6842.87
4870;2025.02.28;United Kingdom;China;Buckles;MT;9946.861;USD;60364312;6068.68
5074;2025.03.31;France;China;Buckles;MT;9816.617;USD;74578140;7597.13
10966;2024.10.31;Bangladesh;China;Denim;MT;9700.384;USD;48180238;4966.84
5871;2025.04.30;India;China;Buckles;MT;9691.081;USD;36579278;3774.53
10476;2025.03.31;Vietnam;India;Cotton;MT;9593.601;USD;17430887;1816.93
11413;2025.03.31;Bangladesh;China;Polyester;MT;9578.57;USD;10180834;1062.88
10925;2024.09.30;Bangladesh;Pakistan;Denim;MT;9541.348;USD;51552215;5403.03
10211;2024.12.31;United States;South Korea;Polyester;MT;9444.52;USD;13501720;1429.58
6539;2025.05.31;United States;South Korea;Polyester;MT;9438.689;USD;14624156;1549.38
10506;2025.04.30;Bangladesh;China;Denim;MT;9438.607;USD;52438656;5555.76
10737;2024.07.31;Bangladesh;China;Denim;MT;9411.86;USD;45555318;4840.2
5457;2025.03.31;United States;India;Nylon;MT;9387.768;USD;22273278;2372.59
996;2025.04.30;China;India;Cotton;MT;9358.87;USD;18350662;1960.78
11305;2025.02.28;Bangladesh;China;Nylon;MT;9337.286;USD;66666638;7139.83
11127;2024.12.31;Bangladesh;China;Denim;MT;9290.827;USD;49659648;5345.02
5938;2025.04.30;United Kingdom;China;Buckles;MT;9290.81;USD;60570970;6519.45
10735;2024.07.31;Bangladesh;China;Denim;MT;9274.462;USD;48366185;5214.99
5604;2025.04.30;France;China;Buckles;MT;9272.113;USD;69712097;7518.47
11925;2024.08.31;Bangladesh;China;Polyester;MT;9263.723;USD;19276376;2080.85
11411;2025.03.31;Bangladesh;China;Nylon;MT;9211.799;USD;67330601;7309.17
4549;2025.02.28;France;China;Buckles;MT;9204.68;USD;74084036;8048.52
8632;2024.09.30;United States;South Korea;Polyester;MT;9183.985;USD;14837236;1615.56
5327;2025.03.31;India;China;Buckles;MT;9173.393;USD;34158823;3723.68
5472;2025.03.31;United States;India;Polyester;MT;9041.164;USD;11153328;1233.62
8110;2024.08.31;United States;South Korea;Polyester;MT;9018.403;USD;15146360;1679.49
4039;2025.01.31;France;China;Buckles;MT;8940.532;USD;76626102;8570.64
9289;2024.11.30;France;China;Buckles;MT;8848.59;USD;69857142;7894.72
11048;2024.11.30;Bangladesh;China;Denim;MT;8815.3;USD;43159103;4895.93
6542;2025.05.31;United States;Thailand;Polyester;MT;8719.402;USD;12249886;1404.9
6013;2025.04.30;United States;Thailand;Polyester;MT;8716.21;USD;11681959;1340.26
4945;2025.02.28;United States;Thailand;Polyester;MT;8693.966;USD;11030971;1268.81
660;2025.03.31;China;Bangladesh;Cotton;MT;8691.43;USD;9015178;1037.25
11128;2024.12.31;Vietnam;China;Denim;MT;8681.277;USD;42032445;4841.74
2962;2024.10.31;China;Bangladesh;Cotton;MT;8676.78;USD;9633241;1110.23
4356;2025.01.31;United Kingdom;China;Buckles;MT;8652.742;USD;65354032;7552.99
8635;2024.09.30;United States;Thailand;Polyester;MT;8558.429;USD;13790955;1611.39
15;2025.01.31;China;India;Cotton;MT;8544.337;USD;22901087;2680.26
10661;2025.06.30;Bangladesh;China;Denim;MT;8460.477;USD;42318638;5001.92
8113;2024.08.31;United States;Thailand;Polyester;MT;8451.379;USD;12602581;1491.19
2313;2024.08.31;China;Pakistan;Cotton;MT;8406.978;USD;20371136;2423.12
10431;2025.03.31;Bangladesh;China;Denim;MT;8344.086;USD;47551883;5698.87
9811;2024.12.31;France;China;Buckles;MT;8207.236;USD;62034506;7558.51
10357;2025.02.28;Bangladesh;China;Denim;MT;8184.437;USD;40869883;4993.61
4944;2025.02.28;United States;Vietnam;Polyester;MT;8137.021;USD;7517029;923.81
11622;2025.05.31;Bangladesh;China;Polyester;MT;8109.773;USD;8766220;1080.95
6012;2025.04.30;United States;Vietnam;Polyester;MT;8082.289;USD;7540124;932.92
9688;2024.11.30;United States;Thailand;Polyester;MT;8055.773;USD;12173360;1511.13
7589;2024.07.31;United States;Thailand;Polyester;MT;7896.995;USD;10750574;1361.35
10582;2025.05.31;Bangladesh;China;Denim;MT;7863.121;USD;44635111;5676.51
3642;2024.12.31;China;Bangladesh;Cotton;MT;7862.52;USD;8359332;1063.19
6541;2025.05.31;United States;Vietnam;Polyester;MT;7788.161;USD;7947057;1020.4
1993;2024.07.31;China;India;Cotton;MT;7768.253;USD;20271618;2609.55
5411;2025.03.31;United States;Vietnam;Buckles;MT;7718.116;USD;40420405;5237.08
10432;2025.03.31;Vietnam;China;Denim;MT;7613.628;USD;49196095;6461.58
5474;2025.03.31;United States;Thailand;Polyester;MT;7507.614;USD;10052230;1338.94
9145;2024.10.31;United States;India;Nylon;MT;7488.057;USD;20327299;2714.63
7588;2024.07.31;United States;Vietnam;Polyester;MT;7468.398;USD;7647742;1024.01
1325;2025.05.31;China;India;Cotton;MT;7463.535;USD;19629795;2630.09
10430;2025.03.31;Vietnam;China;Cotton;MT;7415.485;USD;60379229;8142.32
11727;2025.06.30;Bangladesh;China;Polyester;MT;7413.22;USD;7638976;1030.45
10857;2024.08.31;Bangladesh;India;Cotton;MT;7395.756;USD;14625909;1977.61
10962;2024.10.31;Bangladesh;China;Cotton;MT;7377.295;USD;68273974;9254.61
10965;2024.10.31;Vietnam;China;Denim;MT;7344.741;USD;39437817;5369.53
10467;2025.03.31;Bangladesh;Pakistan;Denim;MT;7323.566;USD;39989735;5460.42
6525;2025.05.31;United States;India;Nylon;MT;7311.971;USD;21169601;2895.2
10478;2025.03.31;Vietnam;India;Cotton;MT;7285.724;USD;22019628;3022.3
12350;2024.12.31;Bangladesh;China;Polyester;MT;7277.94;USD;7736184;1062.96
2314;2024.08.31;China;India;Cotton;MT;7275.423;USD;19767148;2716.98
8918;2024.10.31;Japan;Vietnam;Buckles;MT;7272.629;USD;26991263;3711.35
11045;2024.11.30;Vietnam;China;Cotton;MT;7259.531;USD;58097822;8002.97
10851;2024.08.31;Bangladesh;Pakistan;Denim;MT;7239.157;USD;38463627;5313.27
11047;2024.11.30;Vietnam;China;Denim;MT;7201.008;USD;37725479;5238.92
10932;2024.09.30;Bangladesh;India;Cotton;MT;7137.527;USD;14714216;2061.53
10394;2025.02.28;Bangladesh;Pakistan;Denim;MT;7132.853;USD;38529572;5401.71
9670;2024.11.30;United States;India;Nylon;MT;7115.911;USD;19106575;2685.05
5765;2025.04.30;Japan;Vietnam;Buckles;MT;7107.43;USD;26816132;3772.97
3301;2024.11.30;China;India;Cotton;MT;7097.77;USD;18456244;2600.29
12247;2024.11.30;Bangladesh;China;Polyester;MT;7036.738;USD;7275482;1033.93
4886;2025.02.28;United States;Vietnam;Buckles;MT;7026.883;USD;36974156;5261.81
10659;2025.06.30;Bangladesh;China;Denim;MT;7003.139;USD;39207474;5598.56
8634;2024.09.30;United States;Vietnam;Polyester;MT;6997.48;USD;7587798;1084.36
10355;2025.02.28;Bangladesh;China;Denim;MT;6948.336;USD;38987280;5611.02
9163;2024.10.31;United States;Thailand;Polyester;MT;6945.115;USD;9880407;1422.64
11044;2024.11.30;Bangladesh;China;Cotton;MT;6928.636;USD;65945808;9517.86
4429;2025.01.31;United States;Thailand;Polyester;MT;6878.401;USD;8831291;1283.92
10196;2024.12.31;United States;India;Nylon;MT;6868.463;USD;18806729;2738.13
7538;2024.07.31;United States;China;Polyester;MT;6855.433;USD;13753706;2006.25
10888;2024.09.30;Vietnam;China;Denim;MT;6817.869;USD;38720382;5679.25
5407;2025.03.31;United States;Japan;Buckles;MT;6817.653;USD;47215098;6925.42
9638;2024.11.30;United States;China;Polyester;MT;6803.699;USD;13311791;1956.55
8618;2024.09.30;United States;India;Nylon;MT;6772.911;USD;18464908;2726.29
10813;2024.08.31;Vietnam;China;Denim;MT;6762.223;USD;38022299;5622.75
10507;2025.04.30;Vietnam;China;Denim;MT;6739.77;USD;41106827;6099.14
2968;2024.10.31;China;India;Cotton;MT;6731.426;USD;16774996;2492.04
5996;2025.04.30;United States;India;Nylon;MT;6721.602;USD;19404986;2886.96
10963;2024.10.31;Vietnam;China;Cotton;MT;6708.431;USD;53282846;7942.67
5970;2025.04.30;United States;Vietnam;Polyester;MT;6662.304;USD;11352385;1703.97
11300;2025.02.28;Vietnam;China;Buckles;MT;6608.755;USD;52236937;7904.2
7573;2024.07.31;United States;India;Nylon;MT;6598.447;USD;17861072;2706.86
6295;2025.05.31;Japan;Vietnam;Buckles;MT;6581.655;USD;24340365;3698.21
7349;2024.07.31;Japan;Vietnam;Buckles;MT;6556.805;USD;25322316;3861.99
12021;2024.08.31;Vietnam;Thailand;Polyester;MT;6555.838;USD;6441219;982.52
10581;2025.05.31;Vietnam;China;Cotton;MT;6551.412;USD;56005472;8548.61
8373;2024.09.30;Italy;China;Buckles;MT;6535.889;USD;55665945;8516.97
10434;2025.03.31;Vietnam;China;Denim;MT;6517.643;USD;35694385;5476.58
1653;2025.06.30;China;Bangladesh;Cotton;MT;6511.31;USD;6762386;1038.56
5473;2025.03.31;United States;Vietnam;Polyester;MT;6485.377;USD;6107489;941.73
5234;2025.03.31;Japan;Vietnam;Buckles;MT;6459.056;USD;25184502;3899.1
11126;2024.12.31;Vietnam;China;Cotton;MT;6453.855;USD;52130604;8077.44
10215;2024.12.31;United States;Thailand;Polyester;MT;6307.459;USD;9873080;1565.3
4428;2025.01.31;United States;Vietnam;Polyester;MT;6277.237;USD;6064080;966.04
9969;2024.12.31;Japan;Vietnam;Buckles;MT;6272.164;USD;23561994;3756.6
10277;2025.01.31;Vietnam;China;Cotton;MT;6271.638;USD;51843695;8266.37
10162;2024.12.31;United States;China;Polyester;MT;6268.208;USD;11942885;1905.31
4929;2025.02.28;United States;India;Nylon;MT;6255.532;USD;15054771;2406.63
