report_id;date;importer;exporter;product;uom;volume;currency;value;unit_price
38;2025.01.31;China;Indonesia;Denim;MT;4.29;USD;55518;12941.26
39;2025.01.31;China;Japan;Denim;MT;12.522;USD;167052;13340.68
40;2025.01.31;China;South Korea;Denim;MT;35.303;USD;155740;4411.52
41;2025.01.31;China;Pakistan;Denim;MT;137.739;USD;672602;4883.16
42;2025.01.31;China;India;Denim;MT;1.416;USD;25625;18096.75
43;2025.01.31;China;Vietnam;Denim;MT;137.62;USD;770261;5597.01
44;2025.01.31;China;Thailand;Denim;MT;0.298;USD;6644;22295.3
45;2025.01.31;China;India;Linen;MT;53.88;USD;118036;2190.72
46;2025.01.31;China;Vietnam;Linen;MT;516.42;USD;1131811;2191.65
47;2025.01.31;China;China;Linen;MT;34.024;USD;388503;11418.5
48;2025.01.31;China;Japan;Linen;MT;28.395;USD;1308344;46076.56
49;2025.01.31;China;South Korea;Linen;MT;11.109;USD;214945;19348.73
50;2025.01.31;China;India;Linen;MT;1.053;USD;20285;19264.01
51;2025.01.31;China;Vietnam;Linen;MT;0.094;USD;2948;31361.7
52;2025.01.31;China;Thailand;Linen;MT;0.002;USD;429;214500
53;2025.01.31;France;Vietnam;Silk;MT;1.846;USD;169053.604;91578.33
54;2025.01.31;France;China;Silk;MT;0.025;USD;2333.699;93347.96
55;2025.01.31;France;Japan;Silk;MT;0.033;USD;382.77;11599.09
56;2025.01.31;France;India;Silk;MT;0.091;USD;444.93;4889.34
57;2025.01.31;France;China;Silk;MT;1.575;USD;183637.043;116594.95
58;2025.01.31;France;Japan;Silk;MT;0.195;USD;25320.636;129849.42
59;2025.01.31;France;South Korea;Silk;MT;0.026;USD;31510.391;1211938.12
60;2025.01.31;France;India;Silk;MT;1.215;USD;89676.207;73807.58
61;2025.01.31;France;Vietnam;Silk;MT;0.001;USD;193.021;193021
62;2025.01.31;France;Thailand;Silk;MT;0.234;USD;30527.839;130460.85
63;2025.01.31;France;China;Cotton;MT;0.201;USD;11334.799;56392.03
64;2025.01.31;France;Japan;Cotton;MT;0.006;USD;22.901;3816.83
65;2025.01.31;France;South Korea;Cotton;MT;0.007;USD;116.685;16669.29
66;2025.01.31;France;Pakistan;Cotton;MT;38.65;USD;72278.153;1870.07
67;2025.01.31;France;India;Cotton;MT;45.576;USD;117981.579;2588.68
68;2025.01.31;France;Vietnam;Cotton;MT;0.021;USD;95.965;4569.76
69;2025.01.31;France;China;Cotton;MT;0.814;USD;7865.875;9663.24
70;2025.01.31;France;Japan;Cotton;MT;0.019;USD;1502.728;79090.95
71;2025.01.31;France;Pakistan;Cotton;MT;53.426;USD;387934.957;7261.16
72;2025.01.31;France;India;Cotton;MT;102.177;USD;475146.603;4650.23
73;2025.01.31;France;China;Cotton;MT;109.972;USD;573178.326;5212.04
74;2025.01.31;France;Indonesia;Cotton;MT;0.375;USD;13031.638;34751.03
75;2025.01.31;France;Japan;Cotton;MT;1.534;USD;63986.978;41712.5
76;2025.01.31;France;South Korea;Cotton;MT;3.004;USD;75093.859;24997.96
77;2025.01.31;France;Pakistan;Cotton;MT;281.013;USD;1682205.606;5986.22
78;2025.01.31;France;India;Cotton;MT;41.41;USD;586652.712;14166.93
79;2025.01.31;France;Vietnam;Cotton;MT;0.058;USD;1224.647;21114.6
80;2025.01.31;France;Thailand;Cotton;MT;0.501;USD;12923.677;25795.76
81;2025.01.31;France;Bangladesh;Denim;MT;0.002;USD;1125.41;562705
82;2025.01.31;France;Sri Lanka;Denim;MT;0.002;USD;9.815;4907.5
83;2025.01.31;France;China;Denim;MT;7.144;USD;96344.698;13486.1
84;2025.01.31;France;Japan;Denim;MT;9.125;USD;335884.741;36809.29
85;2025.01.31;France;South Korea;Denim;MT;1.338;USD;101173.493;75615.47
86;2025.01.31;France;Pakistan;Denim;MT;89.327;USD;364254.453;4077.76
87;2025.01.31;France;India;Denim;MT;3.483;USD;155402.554;44617.44
88;2025.01.31;France;Vietnam;Denim;MT;0.005;USD;154.853;30970.6
89;2025.01.31;France;Thailand;Denim;MT;0.192;USD;13067.625;68060.55
90;2025.01.31;France;China;Denim;MT;3.663;USD;24570.363;6707.72
91;2025.01.31;France;Japan;Denim;MT;0.454;USD;18556.18;40872.64
92;2025.01.31;France;South Korea;Denim;MT;1.305;USD;412686.345;316234.75
93;2025.01.31;France;Pakistan;Denim;MT;0.063;USD;1904.037;30222.81
94;2025.01.31;France;India;Denim;MT;1.681;USD;50120.006;29815.59
95;2025.01.31;France;Vietnam;Denim;MT;0.004;USD;74.155;18538.75
96;2025.01.31;France;China;Linen;MT;0.118;USD;2065.433;17503.67
97;2025.01.31;France;China;Linen;MT;5.945;USD;163372.028;27480.58
98;2025.01.31;France;Japan;Linen;MT;0.038;USD;2105.782;55415.32
99;2025.01.31;France;South Korea;Linen;MT;0.041;USD;724.101;17661
100;2025.01.31;France;India;Linen;MT;3.893;USD;204870.434;52625.34
101;2025.01.31;France;Thailand;Linen;MT;0.636;USD;60462.438;95066.73
102;2025.01.31;Germany;China;Silk;MT;0.617;USD;55287.951;89607.7
103;2025.01.31;Germany;Bangladesh;Silk;MT;0;USD;32.715;#DIV/0!
104;2025.01.31;Germany;Japan;Silk;MT;0.077;USD;7227.924;93869.14
105;2025.01.31;Germany;India;Silk;MT;0.018;USD;1157.035;64279.72
106;2025.01.31;Germany;China;Silk;MT;0.505;USD;69554.05;137730.79
107;2025.01.31;Germany;South Korea;Silk;MT;0.003;USD;485.279;161759.67
108;2025.01.31;Germany;India;Silk;MT;0.986;USD;119984.853;121688.49
109;2025.01.31;Germany;Thailand;Silk;MT;0.001;USD;134.133;134133
110;2025.01.31;Germany;Bangladesh;Cotton;MT;0.198;USD;4362.055;22030.58
111;2025.01.31;Germany;China;Cotton;MT;0.001;USD;4.362;4362
112;2025.01.31;Germany;Pakistan;Cotton;MT;18.595;USD;44822.291;2410.45
113;2025.01.31;Germany;India;Cotton;MT;0.003;USD;19.629;6543
114;2025.01.31;Germany;China;Cotton;MT;286.976;USD;2316978.323;8073.77
115;2025.01.31;Germany;Pakistan;Cotton;MT;350.238;USD;1216344.726;3472.91
116;2025.01.31;Germany;India;Cotton;MT;710.296;USD;3494267.394;4919.45
117;2025.01.31;Germany;Bangladesh;Cotton;MT;0.028;USD;776.446;27730.21
118;2025.01.31;Germany;China;Cotton;MT;86.699;USD;1261205.185;14546.94
119;2025.01.31;Germany;Indonesia;Cotton;MT;11.549;USD;165661.016;14344.19
120;2025.01.31;Germany;Japan;Cotton;MT;0.42;USD;7844.065;18676.35
121;2025.01.31;Germany;South Korea;Cotton;MT;0.081;USD;2519.086;31099.83
122;2025.01.31;Germany;Pakistan;Cotton;MT;281.297;USD;2086267.078;7416.6
123;2025.01.31;Germany;India;Cotton;MT;93.59;USD;1187473.378;12688.04
124;2025.01.31;Germany;Vietnam;Cotton;MT;0.106;USD;2078.519;19608.67
125;2025.01.31;Germany;Thailand;Cotton;MT;0.069;USD;1363.142;19755.68
126;2025.01.31;Germany;Bangladesh;Denim;MT;1.213;USD;6314.074;5205.34
127;2025.01.31;Germany;China;Denim;MT;7.436;USD;59295.588;7974.12
128;2025.01.31;Germany;Indonesia;Denim;MT;8.199;USD;110584.625;13487.57
129;2025.01.31;Germany;Japan;Denim;MT;0.008;USD;564.886;70610.75
130;2025.01.31;Germany;South Korea;Denim;MT;0.007;USD;348.964;49852
131;2025.01.31;Germany;Pakistan;Denim;MT;292.02;USD;1995823.149;6834.54
132;2025.01.31;Germany;India;Denim;MT;25.278;USD;143145.181;5662.84
133;2025.01.31;Germany;Thailand;Denim;MT;0;USD;1.091;#DIV/0!
134;2025.01.31;Germany;China;Denim;MT;33.427;USD;245692.721;7350.13
135;2025.01.31;Germany;Pakistan;Denim;MT;44.281;USD;255446.275;5768.76
136;2025.01.31;Germany;India;Denim;MT;1.285;USD;36214.867;28182.78
137;2025.01.31;Germany;China;Linen;MT;6.537;USD;74922.648;11461.32
138;2025.01.31;Germany;Japan;Linen;MT;0.001;USD;47.983;47983
139;2025.01.31;Germany;South Korea;Linen;MT;0.015;USD;534.352;35623.47
140;2025.01.31;Germany;Pakistan;Linen;MT;1.642;USD;37172.338;22638.45
141;2025.01.31;Germany;India;Linen;MT;1.179;USD;67735.073;57451.29
142;2025.01.31;Germany;Vietnam;Linen;MT;0.247;USD;7188.666;29103.91
143;2025.01.31;Germany;Thailand;Linen;MT;0.014;USD;1583.426;113101.86
144;2025.01.31;Italy;China;Silk;MT;4.743;USD;321037.398;67686.57
145;2025.01.31;Japan;China;Silk;MT;14.045;USD;971584.148;69176.51
146;2025.01.31;Italy;Japan;Silk;MT;0.046;USD;9304.262;202266.57
147;2025.01.31;Italy;China;Silk;MT;49.352;USD;5687232.506;115238.14
148;2025.01.31;Italy;Japan;Silk;MT;0.098;USD;36472.228;372165.59
149;2025.01.31;Italy;South Korea;Silk;MT;0.413;USD;87611.865;212135.27
150;2025.01.31;Italy;India;Silk;MT;1.3;USD;135869.274;104514.83
151;2025.01.31;Italy;Thailand;Silk;MT;0.006;USD;2941.115;490185.83
152;2025.01.31;Japan;China;Silk;MT;9.492;USD;1192980.193;125682.7
153;2025.01.31;Japan;Indonesia;Silk;MT;0.004;USD;2216.142;554035.5
154;2025.01.31;Japan;South Korea;Silk;MT;0.003;USD;2741.198;913732.67
155;2025.01.31;Japan;India;Silk;MT;0.376;USD;43422.755;115486.05
156;2025.01.31;Japan;Vietnam;Silk;MT;12.136;USD;1075531.459;88623.23
157;2025.01.31;Japan;Thailand;Silk;MT;0.082;USD;25707.253;313503.09
158;2025.01.31;Italy;China;Cotton;MT;0.66;USD;3665.216;5553.36
159;2025.01.31;Italy;Pakistan;Cotton;MT;54.991;USD;128530.117;2337.29
160;2025.01.31;Italy;India;Cotton;MT;83.68;USD;206644.699;2469.46
161;2025.01.31;Japan;India;Cotton;MT;137.417;USD;343522.544;2499.85
162;2025.01.31;Italy;China;Cotton;MT;197.175;USD;1904362.862;9658.24
163;2025.01.31;Italy;Indonesia;Cotton;MT;9.802;USD;33892.073;3457.67
164;2025.01.31;Italy;Japan;Cotton;MT;1.349;USD;79973.908;59283.85
165;2025.01.31;Italy;Pakistan;Cotton;MT;112.201;USD;454090.966;4047.12
166;2025.01.31;Italy;India;Cotton;MT;305.301;USD;1822790.261;5970.47
167;2025.01.31;Japan;China;Cotton;MT;141.897;USD;808455.603;5697.48
168;2025.01.31;Japan;Indonesia;Cotton;MT;647.08;USD;2394027.144;3699.74
169;2025.01.31;Japan;South Korea;Cotton;MT;7.412;USD;34646.831;4674.42
170;2025.01.31;Japan;Pakistan;Cotton;MT;874.394;USD;2626824.39;3004.17
171;2025.01.31;Japan;India;Cotton;MT;477.807;USD;2584526.754;5409.14
172;2025.01.31;Japan;Vietnam;Cotton;MT;830.557;USD;2967960.319;3573.46
173;2025.01.31;Japan;Thailand;Cotton;MT;82.091;USD;677164.502;8248.95
174;2025.01.31;Italy;China;Cotton;MT;475.453;USD;4539326.235;9547.37
175;2025.01.31;Italy;Japan;Cotton;MT;3.107;USD;267909.755;86227.79
176;2025.01.31;Italy;South Korea;Cotton;MT;2.839;USD;100535.542;35412.31
177;2025.01.31;Italy;Pakistan;Cotton;MT;311.581;USD;1538021.165;4936.18
178;2025.01.31;Italy;India;Cotton;MT;17.068;USD;400588.186;23470.13
179;2025.01.31;Italy;Vietnam;Cotton;MT;1.208;USD;10093.794;8355.79
180;2025.01.31;Japan;China;Cotton;MT;465.512;USD;3316399.291;7124.2
181;2025.01.31;Japan;Indonesia;Cotton;MT;280.979;USD;1531797.696;5451.64
182;2025.01.31;Japan;South Korea;Cotton;MT;3.298;USD;78731.019;23872.35
183;2025.01.31;Japan;Pakistan;Cotton;MT;361.027;USD;1244046.935;3445.86
184;2025.01.31;Japan;India;Cotton;MT;16.164;USD;178968.849;11072.06
185;2025.01.31;Japan;Vietnam;Cotton;MT;0.219;USD;2195.686;10025.96
186;2025.01.31;Japan;Thailand;Cotton;MT;47.556;USD;289189.549;6081.03
187;2025.01.31;Italy;China;Denim;MT;124.829;USD;754068.365;6040.81
188;2025.01.31;Italy;Japan;Denim;MT;42.042;USD;1309085.277;31137.56
189;2025.01.31;Italy;South Korea;Denim;MT;0.236;USD;12043.633;51032.34
190;2025.01.31;Italy;Pakistan;Denim;MT;286.568;USD;1299160.512;4533.52
191;2025.01.31;Italy;India;Denim;MT;60.497;USD;265207.462;4383.81
192;2025.01.31;Japan;China;Denim;MT;58.649;USD;371466.396;6333.72
193;2025.01.31;Japan;Indonesia;Denim;MT;111.488;USD;626766.012;5621.82
194;2025.01.31;Japan;South Korea;Denim;MT;0.737;USD;14960.667;20299.41
195;2025.01.31;Japan;Pakistan;Denim;MT;136.039;USD;450497.447;3311.53
196;2025.01.31;Japan;India;Denim;MT;3.608;USD;20763.551;5754.86
197;2025.01.31;Japan;Vietnam;Denim;MT;7.958;USD;59242.603;7444.41
198;2025.01.31;Japan;Thailand;Denim;MT;156.556;USD;1209747.868;7727.25
199;2025.01.31;Italy;China;Denim;MT;72.385;USD;589790.12;8147.96
200;2025.01.31;Italy;Japan;Denim;MT;2.291;USD;313209.691;136713.09
201;2025.01.31;Italy;Pakistan;Denim;MT;44.58;USD;188950.025;4238.45
202;2025.01.31;Italy;India;Denim;MT;26.877;USD;93357.781;3473.52
203;2025.01.31;Japan;China;Denim;MT;13.497;USD;180073.511;13341.74
204;2025.01.31;Japan;Indonesia;Denim;MT;4.725;USD;21479.535;4545.93
205;2025.01.31;Japan;South Korea;Denim;MT;0.367;USD;7568.979;20623.92
206;2025.01.31;Japan;India;Denim;MT;0.026;USD;1847.922;71073.92
207;2025.01.31;Japan;Thailand;Denim;MT;31.939;USD;234229.215;7333.64
208;2025.01.31;Italy;China;Linen;MT;115.245;USD;1947897.256;16902.23
209;2025.01.31;Italy;Japan;Linen;MT;0.098;USD;6135.23;62604.39
210;2025.01.31;Italy;India;Linen;MT;0.534;USD;36676.154;68681.94
211;2025.01.31;Japan;China;Linen;MT;54.179;USD;1196587.391;22085.82
212;2025.01.31;Japan;South Korea;Linen;MT;3.532;USD;121860.562;34501.86
213;2025.01.31;Japan;India;Linen;MT;0.582;USD;30405.475;52243.08
214;2025.01.31;India;China;Silk;MT;50.381;USD;2498614.271;49594.38
215;2025.01.31;India;Vietnam;Silk;MT;122.686;USD;7713228.427;62869.67
216;2025.01.31;India;China;Silk;MT;5.602;USD;130089.88;23222.04
217;2025.01.31;India;Japan;Silk;MT;0.001;USD;70.07;70070
218;2025.01.31;India;China;Silk;MT;13.854;USD;2089734.223;150839.77
219;2025.01.31;India;India;Silk;MT;0.053;USD;8248.091;155624.36
220;2025.01.31;India;Vietnam;Silk;MT;2.216;USD;331678.859;149674.58
221;2025.01.31;India;Sri Lanka;Cotton;MT;70.707;USD;459427.882;6497.63
222;2025.01.31;India;China;Cotton;MT;14.755;USD;31719.964;2149.78
223;2025.01.31;India;Vietnam;Cotton;MT;209.05;USD;567088.616;2712.69
224;2025.01.31;India;Bangladesh;Cotton;MT;94.893;USD;869036.61;9158.07
225;2025.01.31;India;Sri Lanka;Cotton;MT;2.269;USD;43818.297;19311.72
226;2025.01.31;India;China;Cotton;MT;331.79;USD;4201837.123;12664.15
227;2025.01.31;India;Indonesia;Cotton;MT;37.697;USD;920523.516;24419.01
228;2025.01.31;India;Japan;Cotton;MT;5.953;USD;42838.099;7196.05
229;2025.01.31;India;India;Cotton;MT;0.985;USD;20549.886;20862.83
230;2025.01.31;India;Vietnam;Cotton;MT;113.978;USD;2216109.706;19443.31
231;2025.01.31;India;Bangladesh;Denim;MT;44.978;USD;375205.003;8341.97
232;2025.01.31;India;Sri Lanka;Denim;MT;0.202;USD;1717.263;8501.3
233;2025.01.31;India;China;Denim;MT;115.983;USD;1278439.662;11022.65
234;2025.01.31;India;Indonesia;Denim;MT;0.772;USD;9198.216;11914.79
235;2025.01.31;India;Japan;Denim;MT;1.121;USD;11022.467;9832.71
236;2025.01.31;India;South Korea;Denim;MT;0.034;USD;405.263;11919.5
237;2025.01.31;India;India;Denim;MT;16.138;USD;134624.632;8342.09
238;2025.01.31;India;Vietnam;Denim;MT;38.407;USD;446141.63;11616.15
239;2025.01.31;India;Thailand;Denim;MT;16.974;USD;124500.108;7334.75
240;2025.01.31;India;Sri Lanka;Denim;MT;2.652;USD;20833.499;7855.77
241;2025.01.31;India;China;Denim;MT;98.2;USD;948008.844;9653.86
242;2025.01.31;India;Japan;Denim;MT;0.304;USD;4259.428;14011.28
243;2025.01.31;India;South Korea;Denim;MT;0.292;USD;2741.488;9388.66
244;2025.01.31;India;India;Denim;MT;17.716;USD;153167.051;8645.69
245;2025.01.31;India;Vietnam;Denim;MT;13.535;USD;189847.407;14026.41
246;2025.01.31;India;Bangladesh;Linen;MT;5.196;USD;209363.204;40293.15
247;2025.01.31;India;China;Linen;MT;253.622;USD;8848260.429;34887.59
248;2025.01.31;India;Indonesia;Linen;MT;1.244;USD;44037.433;35399.87
249;2025.01.31;India;Thailand;Linen;MT;0.78;USD;31555.693;40456.02
250;2025.01.31;United Kingdom;China;Silk;MT;2.85;USD;237313.182;83267.78
251;2025.01.31;USA;China;Silk;MT;0.047;USD;9456;201191.49
252;2025.01.31;USA;Japan;Silk;MT;0.605;USD;34572;57143.8
253;2025.01.31;USA;India;Silk;MT;0.41;USD;26622;64931.71
254;2025.01.31;United Kingdom;South Korea;Silk;MT;0.164;USD;31512.066;192146.74
255;2025.01.31;United Kingdom;Thailand;Silk;MT;0.005;USD;2871.082;574216.4
256;2025.01.31;USA;China;Silk;MT;5.032;USD;453280;90079.49
257;2025.01.31;USA;Japan;Silk;MT;0.026;USD;2938;113000
258;2025.01.31;USA;South Korea;Silk;MT;4.409;USD;792092;179653.44
259;2025.01.31;USA;India;Silk;MT;4.395;USD;647071;147228.9
260;2025.01.31;USA;Vietnam;Silk;MT;0.048;USD;2945;61354.17
261;2025.01.31;USA;Thailand;Silk;MT;0.191;USD;22932;120062.83
262;2025.01.31;United Kingdom;China;Cotton;MT;0.588;USD;11077.984;18840.11
263;2025.01.31;United Kingdom;India;Cotton;MT;4.449;USD;24596.579;5528.56
264;2025.01.31;USA;China;Cotton;MT;0.051;USD;611;11980.39
265;2025.01.31;United Kingdom;China;Cotton;MT;1.076;USD;19006.794;17664.31
266;2025.01.31;United Kingdom;Japan;Cotton;MT;0.035;USD;2311.088;66031.09
267;2025.01.31;United Kingdom;Pakistan;Cotton;MT;111.191;USD;332348.422;2988.99
268;2025.01.31;United Kingdom;India;Cotton;MT;42.575;USD;704362.479;16544.04
269;2025.01.31;USA;China;Cotton;MT;3.384;USD;45109;13330.08
270;2025.01.31;USA;Indonesia;Cotton;MT;142.9;USD;314523;2201
271;2025.01.31;USA;Japan;Cotton;MT;0.517;USD;2775;5367.5
272;2025.01.31;USA;South Korea;Cotton;MT;505.594;USD;1777450;3515.57
273;2025.01.31;USA;Pakistan;Cotton;MT;407.269;USD;1515769;3721.79
274;2025.01.31;USA;India;Cotton;MT;182.391;USD;606542;3325.5
275;2025.01.31;USA;Vietnam;Cotton;MT;18.662;USD;69051;3700.09
276;2025.01.31;USA;Thailand;Cotton;MT;0.063;USD;1385;21984.13
277;2025.01.31;United Kingdom;China;Cotton;MT;54.054;USD;535721.626;9910.86
278;2025.01.31;United Kingdom;Indonesia;Cotton;MT;1.165;USD;36715.823;31515.73
279;2025.01.31;United Kingdom;Japan;Cotton;MT;2.543;USD;72042.454;28329.71
280;2025.01.31;United Kingdom;South Korea;Cotton;MT;31.158;USD;651235.392;20901.07
281;2025.01.31;United Kingdom;Pakistan;Cotton;MT;93.336;USD;570193.662;6109.04
282;2025.01.31;United Kingdom;India;Cotton;MT;98.075;USD;827369.503;8436.09
283;2025.01.31;United Kingdom;Thailand;Cotton;MT;0.53;USD;23555.32;44444
284;2025.01.31;USA;China;Cotton;MT;317.91;USD;2554452;8035.14
285;2025.01.31;USA;Indonesia;Cotton;MT;99.44;USD;1344605;13521.77
286;2025.01.31;USA;Japan;Cotton;MT;80.552;USD;1498836;18607.06
287;2025.01.31;USA;South Korea;Cotton;MT;561.651;USD;9987403;17782.22
288;2025.01.31;USA;Pakistan;Cotton;MT;912.366;USD;8826464;9674.26
289;2025.01.31;USA;India;Cotton;MT;157.893;USD;1656864;10493.59
290;2025.01.31;USA;Vietnam;Cotton;MT;0.305;USD;4276;14019.67
291;2025.01.31;USA;Thailand;Cotton;MT;84.826;USD;1027122;12108.58
292;2025.01.31;United Kingdom;China;Denim;MT;5.539;USD;42927.825;7750.1
293;2025.01.31;United Kingdom;Japan;Denim;MT;0.674;USD;45195.738;67055.99
294;2025.01.31;United Kingdom;Pakistan;Denim;MT;161.12;USD;677901.792;4207.43
295;2025.01.31;United Kingdom;India;Denim;MT;51.401;USD;329101.47;6402.63
296;2025.01.31;United Kingdom;Thailand;Denim;MT;0.064;USD;2352.992;36765.5
297;2025.01.31;USA;Sri Lanka;Denim;MT;0.128;USD;11800;92187.5
298;2025.01.31;USA;China;Denim;MT;119.287;USD;783496;6568.16
299;2025.01.31;USA;Indonesia;Denim;MT;2.662;USD;18108;6802.4
300;2025.01.31;USA;Japan;Denim;MT;49.916;USD;1028781;20610.25
301;2025.01.31;USA;South Korea;Denim;MT;0.635;USD;14544;22903.94
302;2025.01.31;USA;Pakistan;Denim;MT;247.793;USD;1357811;5479.62
303;2025.01.31;USA;India;Denim;MT;380.079;USD;2259135;5943.86
304;2025.01.31;USA;Vietnam;Denim;MT;4.964;USD;46808;9429.49
305;2025.01.31;USA;Thailand;Denim;MT;9.74;USD;131311;13481.62
306;2025.01.31;United Kingdom;China;Denim;MT;0.5;USD;8625.945;17251.89
307;2025.01.31;United Kingdom;Japan;Denim;MT;0.132;USD;7864.048;59576.12
308;2025.01.31;United Kingdom;Pakistan;Denim;MT;85.754;USD;335006.173;3906.6
309;2025.01.31;United Kingdom;India;Denim;MT;26.097;USD;290502.491;11131.64
310;2025.01.31;USA;China;Denim;MT;33.356;USD;202018;6056.42
311;2025.01.31;USA;Japan;Denim;MT;1.39;USD;51140;36791.37
312;2025.01.31;USA;Pakistan;Denim;MT;91.528;USD;306819;3352.19
313;2025.01.31;USA;India;Denim;MT;24.925;USD;413954;16607.98
314;2025.01.31;USA;Vietnam;Denim;MT;0.025;USD;299;11960
315;2025.01.31;USA;Thailand;Denim;MT;0.878;USD;24337;27718.68
316;2025.01.31;United Kingdom;China;Linen;MT;1.241;USD;5160.583;4158.41
317;2025.01.31;USA;China;Linen;MT;5.9;USD;23600;4000
318;2025.01.31;USA;India;Linen;MT;0.085;USD;3483;40976.47
319;2025.01.31;United Kingdom;China;Linen;MT;29.555;USD;435927.069;14749.69
320;2025.01.31;United Kingdom;South Korea;Linen;MT;0.069;USD;1643.158;23813.88
321;2025.01.31;United Kingdom;Pakistan;Linen;MT;1.753;USD;17616.332;10049.25
322;2025.01.31;United Kingdom;India;Linen;MT;5.079;USD;288567.273;56815.77
323;2025.01.31;United Kingdom;Thailand;Linen;MT;5.02;USD;195717.408;38987.53
324;2025.01.31;USA;Bangladesh;Linen;MT;2.02;USD;29768;14736.63
325;2025.01.31;USA;China;Linen;MT;99.614;USD;1657758;16641.82
326;2025.01.31;USA;Japan;Linen;MT;1.067;USD;38473;36057.17
327;2025.01.31;USA;South Korea;Linen;MT;17.388;USD;303249;17440.13
328;2025.01.31;USA;India;Linen;MT;29.734;USD;1417431;47670.38
329;2025.01.31;USA;Thailand;Linen;MT;3.483;USD;417615;119900.95
330;2025.02.28;China;Japan;Silk;MT;0.002;USD;291;145500
331;2025.02.28;China;China;Silk;MT;0.897;USD;29010;32341.14
332;2025.02.28;China;Japan;Silk;MT;1.021;USD;124047;121495.59
333;2025.02.28;China;South Korea;Silk;MT;3.05;USD;139421;45711.8
334;2025.02.28;China;India;Silk;MT;0.413;USD;12982;31433.41
335;2025.02.28;China;Vietnam;Silk;MT;0.285;USD;140;491.23
336;2025.02.28;China;Pakistan;Cotton;MT;246.194;USD;461346;1873.91
337;2025.02.28;China;India;Cotton;MT;13172.4;USD;25941349;1969.37
338;2025.02.28;China;Bangladesh;Cotton;MT;4764.2;USD;4677139;981.73
339;2025.02.28;China;China;Cotton;MT;58.155;USD;257864;4434.08
340;2025.02.28;China;Indonesia;Cotton;MT;3187.518;USD;8772027;2751.99
341;2025.02.28;China;Japan;Cotton;MT;17.533;USD;212756;12134.6
342;2025.02.28;China;South Korea;Cotton;MT;54.512;USD;180920;3318.9
343;2025.02.28;China;Pakistan;Cotton;MT;20430.29;USD;47717683;2335.63
344;2025.02.28;China;India;Cotton;MT;10872.012;USD;28696075;2639.44
345;2025.02.28;China;Vietnam;Cotton;MT;36891.798;USD;95274490;2582.54
346;2025.02.28;China;Thailand;Cotton;MT;55.378;USD;208394;3763.12
347;2025.02.28;China;Bangladesh;Cotton;MT;6.132;USD;60607;9883.72
